cloudflare-workers-ai	@cf/google/gemma-4-26b-a4b-it	https://api.cloudflare.com/client/v4/accounts/b2891b7064691de2ef3891cfaf17190b/ai/v1	CLOUDFLARE_WORKERS_TOKEN	http
cloudflare-workers-ai	@cf/ibm-granite/granite-4.0-h-micro	https://api.cloudflare.com/client/v4/accounts/b2891b7064691de2ef3891cfaf17190b/ai/v1	CLOUDFLARE_WORKERS_TOKEN	http
cloudflare-workers-ai	@cf/meta/llama-3.3-70b-instruct-fp8-fast	https://api.cloudflare.com/client/v4/accounts/b2891b7064691de2ef3891cfaf17190b/ai/v1	CLOUDFLARE_WORKERS_TOKEN	http
cloudflare-workers-ai	@cf/meta/llama-4-scout-17b-16e-instruct	https://api.cloudflare.com/client/v4/accounts/b2891b7064691de2ef3891cfaf17190b/ai/v1	CLOUDFLARE_WORKERS_TOKEN	http
cloudflare-workers-ai	@cf/mistralai/mistral-small-3.1-24b-instruct	https://api.cloudflare.com/client/v4/accounts/b2891b7064691de2ef3891cfaf17190b/ai/v1	CLOUDFLARE_WORKERS_TOKEN	http
cloudflare-workers-ai	@cf/nvidia/nemotron-3-120b-a12b	https://api.cloudflare.com/client/v4/accounts/b2891b7064691de2ef3891cfaf17190b/ai/v1	CLOUDFLARE_WORKERS_TOKEN	http
cloudflare-workers-ai	@cf/openai/gpt-oss-120b	https://api.cloudflare.com/client/v4/accounts/b2891b7064691de2ef3891cfaf17190b/ai/v1	CLOUDFLARE_WORKERS_TOKEN	http
cloudflare-workers-ai	@cf/openai/gpt-oss-20b	https://api.cloudflare.com/client/v4/accounts/b2891b7064691de2ef3891cfaf17190b/ai/v1	CLOUDFLARE_WORKERS_TOKEN	http
cloudflare-workers-ai	@cf/qwen/qwen3-30b-a3b-fp8	https://api.cloudflare.com/client/v4/accounts/b2891b7064691de2ef3891cfaf17190b/ai/v1	CLOUDFLARE_WORKERS_TOKEN	http
cloudflare-workers-ai	@cf/qwen/qwen3.8-27b	https://api.cloudflare.com/client/v4/accounts/b2891b7064691de2ef3891cfaf17190b/ai/v1	CLOUDFLARE_WORKERS_TOKEN	http
cloudflare-workers-ai	@cf/zai-org/glm-4.7-flash	https://api.cloudflare.com/client/v4/accounts/b2891b7064691de2ef3891cfaf17190b/ai/v1	CLOUDFLARE_WORKERS_TOKEN	http
google	gemini-2.5-flash	https://generativelanguage.googleapis.com/v1beta/openai	GOOGLE_API_KEY	http
google	gemini-3-flash-preview	https://generativelanguage.googleapis.com/v1beta/openai	GOOGLE_API_KEY	http
google	gemini-3.1-flash-lite	https://generativelanguage.googleapis.com/v1beta/openai	GOOGLE_API_KEY	http
google	gemini-3.1-pro-preview	https://generativelanguage.googleapis.com/v1beta/openai	GOOGLE_API_KEY	http
google	gemini-3.5-flash	https://generativelanguage.googleapis.com/v1beta/openai	GOOGLE_API_KEY	http
google	gemini-3.5-flash-lite	https://generativelanguage.googleapis.com/v1beta/openai	GOOGLE_API_KEY	http
google	gemini-3.6-flash	https://generativelanguage.googleapis.com/v1beta/openai	GOOGLE_API_KEY	http
google	gemini-3.7-flash	https://generativelanguage.googleapis.com/v1beta/openai	GOOGLE_API_KEY	http
google	gemini-3.8-flash	https://generativelanguage.googleapis.com/v1beta/openai	GOOGLE_API_KEY	http
google	gemma-4-26b-a4b-it	https://generativelanguage.googleapis.com/v1beta/openai	GOOGLE_API_KEY	http
google	gemma-4-31b-it	https://generativelanguage.googleapis.com/v1beta/openai	GOOGLE_API_KEY	http
groq	openai/gpt-oss-120b	https://api.groq.com/openai/v1	GROQ_API_KEY	http
groq	openai/gpt-oss-20b	https://api.groq.com/openai/v1	GROQ_API_KEY	http
groq	openai/gpt-oss-safeguard-20b	https://api.groq.com/openai/v1	GROQ_API_KEY	http
groq	qwen/qwen3.8-27b	https://api.groq.com/openai/v1	GROQ_API_KEY	http
